story_2;1-2;0.317914001314421;KO
story_2;2-3;5.18579035997392e-05;OK
story_2;1-3;4.21516597270966e-06;OK
story_3;1-2;0.432083120220341;KO
story_3;2-3;5.46430237591267e-06;OK
story_3;1-3;3.83006408810615e-07;OK
story_4;1-2;0.432083120220341;KO
story_4;2-3;0.0400716562289745;OK
story_4;1-3;0.195764152565971;KO
story_7;1-2;0.0137665779147937;OK
story_7;2-3;0.0748063921928405;KO
story_7;1-3;0.0120597723871469;OK
story_9;1-2;0.0662490819813684;KO
story_9;2-3;1.69766135513783e-05;OK
story_9;1-3;7.00587406754492e-07;OK
story_10;1-2;0.0144083598279394;OK
story_10;2-3;0.107663574861362;KO
story_10;1-3;0.00105120078660548;OK
story_12;1-2;0.360050065908581;KO
story_12;2-3;1.21495395433158e-06;OK
story_12;1-3;0.0100308035034686;OK
story_13;1-2;5.38420863449574e-10;OK
story_13;2-3;0.0550920825917273;KO
story_13;1-3;1.23167410492897e-07;OK
story_15;1-2;0.918622171273455;KO
story_15;2-3;1.92790757864714e-05;OK
story_15;1-3;0.0067654934246093;OK
story_16;1-2;3.309384919703e-05;OK
story_16;2-3;0.0400716562289745;OK
story_16;1-3;3.08244489133357e-06;OK
story_18;1-2;0.00350018334574997;OK
story_18;2-3;9.7078736871481e-07;OK
story_18;1-3;3.309384919703e-05;OK
story_19;1-2;0.0067654934246093;OK
story_19;2-3;9.75627917796371e-05;OK
story_19;1-3;0.00146752782166004;OK
story_20;1-2;9.55382129177449e-05;OK
story_20;2-3;0.430025032954290;KO
story_20;1-3;0.000162457115948200;OK
story_21;1-2;5.46430237591267e-06;OK
story_21;2-3;9.75627917796371e-05;OK
story_21;1-3;3.83006408810615e-07;OK
story_22;1-2;0.00270078632729565;OK
story_22;2-3;0.0120597723871469;OK
story_22;1-3;0.000715453177690506;OK
story_23;1-2;2.97380611300468e-05;OK
story_23;2-3;9.28512235987001e-08;OK
story_23;1-3;0.000715453177690506;OK
story_24;1-2;0.000438955146819354;OK
story_24;2-3;0.0121532550547272;OK
story_24;1-3;0.000659363577142357;OK
story_27;1-2;3.71376518160105e-06;OK
story_27;2-3;1.49011611938476e-08;OK
story_27;1-3;9.65059734880922e-06;OK
story_28;1-2;0.0204797957558185;OK
story_28;2-3;0.081377828726545;KO
story_28;1-3;0.00227569206617773;OK
story_29;1-2;7.00587406754492e-07;OK
story_29;2-3;0.0400716562289745;OK
story_29;1-3;0.567916879779659;KO
