1276;5380
1277;5770
1278;5850
1279;7140
1280;25900
1281;6420
1282;12100
1283;5800
1284;7420
1285;6930
1286;5270
1287;4970
1288;5080
1289;5070
1290;10400
1291;13000
1292;6840
1293;6140
1294;7120
1295;7190
1296;10200
1297;7580
1298;7020
1299;6900
1300;27800
1301;6210
1302;7490
1303;6720
1304;5650
1305;6480
1306;8100
1307;8010
1308;6360
1309;6200
1310;7040
1311;6010
1312;9370
1313;6370
1314;9680
1315;6370
1316;6370
1317;8610
1318;5430
1319;5970
1320;8090
1321;6880
1322;6070
1323;6160
1324;7220
1325;7250
1326;7110
1327;8160
1328;6720
1329;5300
1330;7450
1331;5430
1332;5990
1333;7030
1334;5180
1335;6410
1336;6060
1337;7650
1338;5350
1339;4750
1340;8120
1341;5460
1342;5570
1343;5710
1344;5810
1345;6650
1346;9230
1347;8430
1348;12200
1349;8120
1350;12400
1351;5910
1352;5530
1353;5300
1354;6970
1355;5660
1356;6920
1357;8570
1358;4980
1359;5250
1360;7430
1361;6100
1362;5780
1363;5930
1364;6540
1365;5610
1366;6460
1367;5560
1368;7480
1369;6050
1370;7730
1371;6890
1372;5830
1373;5770
1374;5140
1375;6790
1376;5670
1377;8570
1378;6760
1379;6170
1380;9740
1381;8180
1382;7890
1383;7420
1384;6420
1385;8750
1386;10600
1387;13200
1388;12600
1389;9670
1390;7790
1391;6300
1392;6660
1393;5680
1394;7720
1395;5760
1396;7490
1397;7330
1398;7710
1399;8190
1400;34500
1401;6280
1402;8770
1403;8170
1404;8220
1405;7340
1406;6990
1407;5890
1408;7010
1409;6830
1410;7800
1411;6160
1412;6020
1413;8180
1414;7970
1415;13500
1416;6670
1417;7130
1418;11300
1419;8270
1420;16200
1421;8020
1422;6630
1423;7010
1424;6450
1425;7450
1426;5150
1427;6450
1428;7440
1429;8000
1430;10200
1431;11700
1432;5690
1433;6270
1434;6450
1435;7830
1436;6710
1437;6120
1438;6080
1439;6940
1440;11600
1441;6100
1442;5700
1443;6440
1444;7350
1445;7270
1446;7280
1447;6830
1448;6410
1449;11500
1450;14600
1451;6790
1452;7940
1453;22700
1454;5510
1455;7860
1456;7290
1457;7570
1458;6440
1459;8190
1460;9860
1461;8330
1462;7080
1463;6390
1464;6820
1465;6240
1466;6290
1467;6120
1468;6930
1469;9400
1470;11600
1471;9360
1472;10300
1473;7550
1474;8710
1475;9380
1476;9340
1477;10400
1478;9420
1479;7450
1480;11000
1481;8190
1482;9920
1483;23500
1484;8710
1485;13400
1486;8870
1487;9450
1488;11800
1489;8140
1490;9370
1491;8880
1492;53600
1493;16400
1494;17900
1495;10900
1496;10600
1497;16100
1498;17500
1499;13000
1500;84500
1501;14500
1502;24200
1503;14400
1504;11600
1505;12600
1506;13400
1507;11600
1508;13800
1509;14800
1510;13200
1511;13200
1512;14500
1513;19600
1514;12500
1515;15000
1516;16600
1517;21000
1518;12900
1519;21600
1520;21300
1521;24400
1522;14700
1523;14200
1524;19000
1525;18900
1526;18400
1527;17200
1528;15200
1529;15100
1530;21600
1531;14500
1532;16200
1533;15800
1534;29500
1535;26200
1536;24400
1537;19700
1538;18000
1539;19600
1540;27100
1541;21900
1542;22000
1543;19300
1544;13700
1545;18800
1546;15200
1547;18000
1548;15800
1549;14900
1550;23100
1551;13600
1552;20300
1553;17500
1554;17300
1555;23500
1556;17100
1557;19400
1558;23000
1559;20000
1560;22500
1561;16400
1562;18100
1563;18800
1564;19100
1565;24000
1566;19900
1567;17900
1568;19700
1569;16200
1570;21400
1571;43800
1572;24200
1573;17800
1574;15300
1575;17800
1576;17200
1577;16600
1578;19500
1579;19700
1580;26000
1581;17000
1582;31300
1583;18600
1584;20600
1585;21100
1586;18500
1587;21700
1588;26500
1589;19500
1590;20800
1591;18000
1592;23700
1593;19000
1594;19000
1595;20300
1596;23600
1597;21000
1598;29800
1599;23200
1600;70700
1601;22300
1602;24200
1603;31500
1604;25600
1605;26600
1606;24100
1607;30900
1608;38900
1609;41600
1610;30400
1611;24800
1612;23700
1613;23400
1614;24800
1615;21500
1616;25400
1617;18300
1618;23900
1619;26700
1620;38200
1621;28900
1622;22500
1623;28200
1624;24300
1625;25000
1626;22600
1627;20000
1628;24300
1629;26400
1630;32700
1631;30400
1632;26300
1633;26900
1634;28400
1635;33700
1636;29300
1637;30800
1638;29500
1639;25300
1640;37300
1641;33000
1642;42900
1643;30100
1644;28300
1645;25300
1646;21000
1647;21900
1648;40200
1649;26800
1650;34900
1651;24200
1652;27700
1653;23500
1654;23600
1655;23900
1656;26500
1657;20400
1658;23900
1659;21500
1660;46200
1661;26900
1662;30700
1663;29200
1664;29600
1665;31400
1666;32300
1667;29600
1668;23100
1669;29300
1670;37100
1671;22000
1672;30700
1673;23600
1674;22700
1675;27400
1676;26800
1677;23200
1678;30100
1679;22400
1680;35300
1681;23800
1682;26900
1683;32400
1684;26900
1685;32300
1686;24100
1687;28600
1688;38200
1689;30000
1690;33800
1691;21200
1692;31600
1693;23800
1694;27100
1695;24000
1696;22700
1697;25300
1698;24700
1699;28200
1700;55700
1701;27100
1702;24900
1703;29000
1704;26300
1705;24000
1706;21000
1707;33300
1708;26100
1709;25400
1710;32200
1711;27100
1712;26100
1713;29000
1714;29500
1715;29300
1716;24400
1717;32300
1718;31300
1719;26400
1720;37800
1721;23700
1722;32700
1723;26700
1724;27500
1725;26400
1726;25600
1727;27800
1728;26400
1729;25300
1730;33400
1731;26800
1732;28200
1733;28200
1734;29500
1735;33400
1736;29400
1737;32700
1738;29200
1739;28300
1740;41800
1741;34400
1742;31900
1743;30300
1744;29800
1745;35900
1746;37000
1747;30600
1748;35600
1749;33300
1750;54500
1751;35200
1752;40400
1753;35400
1754;37200
1755;48000
1756;38500
1757;38000
1758;41900
1759;41400
1760;47100
1761;36800
1762;41700
1763;51400
1764;51800
1765;51400
1766;44100
1767;47000
1768;49300
1769;54400
1770;66900
1771;42400
1772;47800
1773;50900
1774;68300
1775;90500
1776;119000
1777;60800
1778;61700
1779;57600
1780;70700
1781;58200
1782;57100
1783;71200
1784;67800
1785;61600
1786;62600
1787;89200
1788;78700
1789;107000
1790;110000
1791;87100
1792;85800
1793;91100
1794;81100
1795;81400
1796;77000
1797;85600
1798;94200
1799;77700
1800;169000
1801;90100
1802;86200
1803;94600
1804;88500
1805;85900
1806;82600
1807;83300
1808;83100
1809;90600
1810;121000
1811;83500
1812;102000
1813;88700
1814;99300
1815;121000
1816;98500
1817;99400
1818;116000
1819;111000
1820;145000
1821;125000
1822;112000
1823;92400
1824;130000
1825;139000
1826;141000
1827;99500
1828;115000
1829;122000
1830;192000
1831;157000
1832;156000
1833;137000
1834;159000
1835;171000
1836;200000
1837;191000
1838;161000
1839;182000
1840;197000
1841;161000
1842;181000
1843;147000
1844;176000
1845;188000
1846;189000
1847;179000
1848;239000
1849;212000
1850;311000
1851;213000
1852;196000
1853;192000
1854;212000
1855;194000
1856;206000
1857;206000
1858;211000
1859;234000
1860;263000
1861;246000
1862;229000
1863;239000
1864;215000
1865;243000
1866;209000
1867;238000
1868;231000
1869;297000
1870;278000
1871;246000
1872;236000
1873;219000
1874;221000
1875;234000
1876;273000
1877;204000
1878;213000
1879;246000
1880;314000
1881;252000
1882;249000
1883;238000
1884;242000
1885;248000
1886;242000
1887;254000
1888;259000
1889;258000
1890;313000
1891;251000
1892;269000
1893;258000
1894;246000
1895;320000
1896;299000
1897;269000
1898;302000
1899;270000
1900;439000
1901;319000
1902;330000
1903;328000
1904;349000
1905;376000
1906;364000
1907;344000
1908;385000
1909;375000
1910;477000
1911;367000
1912;411000
1913;402000
1914;429000
1915;353000
1916;345000
1917;400000
1918;387000
1919;427000
1920;467000
1921;402000
1922;398000
1923;390000
1924;402000
1925;426000
1926;404000
1927;458000
1928;450000
1929;506000
1930;492000
1931;426000
1932;456000
1933;469000
1934;467000
1935;507000
1936;542000
1937;563000
1938;561000
1939;555000
1940;545000
1941;505000
1942;493000
1943;435000
1944;496000
1945;584000
1946;634000
1947;668000
1948;694000
1949;634000
1950;729000
1951;622000
1952;651000
1953;702000
1954;693000
1955;691000
1956;786000
1957;802000
1958;721000
1959;756000
1960;905000
1961;839000
1962;865000
1963;901000
1964;885000
1965;1020000
1966;884000
1967;1140000
1968;1210000
1969;943000
1970;1170000
1971;1100000
1972;1190000
1973;1270000
1974;1390000
1975;1390000
1976;1320000
1977;1380000
1978;1510000
1979;1700000
1980;3570000
1981;1540000
1982;2650000
1983;2410000
1984;4940000
1985;5590000
1986;7190000
1987;6750000
1988;6640000
1989;8060000
1990;8570000
1991;8590000
1992;10200000
1993;10700000
1994;12600000
1995;16600000
1996;15500000
1997;16200000
1998;18700000
1999;21700000
2000;5270000
2001;27000000
2002;29300000
2003;34700000
2004;40100000
2005;6720000
2006;55000000
2007;7640000
2008;8410000
2009;9320000
2010;8550000
2011;8350000
2012;4640000
2013;250000
2014;257000
2015;231000
2016;124000
2017;114000
2018;110000
2019;111000
2020;328000
2021;52100
2022;49500
2023;47100
2024;45400
2025;106000
2026;41900
2027;41100
2028;45700
2029;42000
2030;119000
2031;38200
2032;35300
2033;32800
2034;32500
2035;41800
2036;33600
2037;30800
2038;29100
2039;27200
2040;44300
2041;22000
2042;21600
2043;14400
2044;13600
2045;15400
2046;14300
2047;14900
2048;22500
2049;12600
2050;122000
2051;11800
2052;11600
2053;10600
2054;11700
2055;13300
2056;11800
2057;13000
2058;11200
2059;11800
2060;17200
2061;10400
2062;10100
2063;10100
2064;11000
2065;11700
2066;11500
2067;8540
2068;9360
2069;8510
2070;12100
2071;9060
2072;8910
2073;7950
2074;7770
2075;9440
2076;9110
2077;7680
2078;7550
2079;7420
2080;11800
2081;7320
2082;7290
2083;8310
2084;9010
2085;7340
2086;6810
2087;6780
2088;6890
2089;7300
2090;8180
2091;6550
2092;6970
2093;6380
2094;6410
2095;6960
2096;7190
2097;6350
2098;6210
2099;16100
2100;41600
